timestamp,gps_speed,gps_nsat,acc_n_g,acc_t_g,slope,course,gyro,height,radius,latitude,longitude,acc_n_imu,acc_z_imu
0,15.9058,15,0.0722,0.5811,-0.8272,-104.6708,9.1869,187.2856,27.5555,51.93932815,15.60020221,-2.96,-0.17
0.05,15.9058,15,0.0722,0.5811,-0.8272,-104.6708,9.1869,187.2856,27.5555,51.93932815,15.60020221,-2.96,-0.17
0.1,15.9058,15,0.0722,0.5811,-0.8272,-104.6708,9.1869,187.2856,27.5555,51.93932815,15.60020221,-3.7,-0.07
0.15,16.9295,15,0.1042,0.5408,-0.8475,-104.2114,11.956,187.2764,22.536,51.93932764,15.60019831,-4.6,-0.08
0.2,17.9531,15,0.1363,0.5006,-0.8678,-103.7521,14.7252,187.2672,19.4043,51.93932712,15.60019442,-4.73,-0.27
0.25,18.9768,15,0.1683,0.4603,-0.888,-103.2927,17.4943,187.258,17.2641,51.93932661,15.60019052,-4.93,0.18
0.3,20.0004,15,0.2003,0.4201,-0.9083,-102.8334,20.2635,187.2489,15.7088,51.93932609,15.60018662,-4.91,0.38
0.35,20.7356,15,0.092,0.461,-0.8853,-101.8202,9.3662,187.2541,35.235,51.93932574,15.60018218,-4.01,0.04
0.4,21.4709,15,-0.0163,0.502,-0.8622,-100.807,-1.5311,187.2594,223.184,51.93932539,15.60017774,-2.2,-0.12
0.45,22.3569,17,0.0061,0.5438,-0.8443,-100.8836,0.4764,187.2575,746.8395,51.93932483,15.60017294,-3.1,-0.07
0.5,23.243,17,0.0285,0.5856,-0.8264,-100.9601,2.484,187.2556,148.9234,51.93932427,15.60016814,-2.58,0
0.55,24.2765,17,0.0048,0.5882,-0.7468,-100.8359,0.4863,187.2724,794.5804,51.93932371,15.60016284,-1.12,-0.01
0.6,25.3101,17,-0.0189,0.5908,-0.6671,-100.7117,-1.5115,187.2893,266.5113,51.93932315,15.60015755,-0.41,-0.06
0.65,26.3529,17,0.055,0.5273,-0.6966,-100.7873,4.0041,187.2714,104.7466,51.93932248,15.60015192,-0.18,-0.03
0.7,27.3958,17,0.1289,0.4638,-0.726,-100.8629,9.5197,187.2535,45.8014,51.93932181,15.60014629,0.02,0.05
0.75,28.2125,17,0.1757,0.4852,-0.6537,-100.3869,12.5144,187.2641,35.88,51.93932125,15.60014025,-0.59,0.11
0.8,29.0292,17,0.2225,0.5066,-0.5814,-99.9109,15.509,187.2746,29.79,51.93932069,15.60013422,-1.29,0.01
0.85,29.9181,17,0.1423,0.4362,-0.6863,-99.1355,9.7923,187.2524,48.6261,51.93932015,15.60012789,-1.07,-0.04
0.9,30.8069,17,0.0621,0.3659,-0.7912,-98.36,4.0755,187.2302,120.3055,51.9393196,15.60012156,-1.84,-0.1
0.95,31.4523,17,0.0366,0.38,-0.7204,-98.1562,2.3863,187.2331,209.773,51.93931906,15.60011494,-1.97,-0.19
1,32.0977,17,0.0111,0.3941,-0.6495,-97.9525,0.6971,187.236,732.8608,51.93931851,15.60010832,-1.77,-0.19
1.05,32.7933,17,0.0517,0.308,-0.6123,-97.9176,3.1403,187.2512,166.2,51.93931805,15.60010148,-1.59,-0.16
1.1,33.4889,17,0.0924,0.2219,-0.5751,-97.8828,5.5836,187.2664,95.4571,51.93931758,15.60009463,-2.04,-0.14
1.15,33.8791,17,0.0939,0.2555,-0.5302,-97.6036,5.6072,187.279,96.1618,51.93931718,15.60008766,-1.05,-0.19
1.2,34.2692,17,0.0954,0.2891,-0.4852,-97.3244,5.6309,187.2916,96.8605,51.93931678,15.6000807,-0.98,-0.18
1.25,34.6593,17,0.0969,0.3226,-0.4402,-97.0452,5.6545,187.3041,97.5534,51.93931638,15.60007373,-0.99,-0.13
1.3,35.0495,17,0.0984,0.3562,-0.3952,-96.766,5.6782,187.3167,98.2405,51.93931598,15.60006676,-0.57,-0.19
1.35,35.6773,17,-0.0052,0.1645,-0.4457,-96.4821,-0.1913,187.3075,2968.0884,51.93931558,15.6000594,-1.59,-0.46
1.4,36.3051,17,-0.1088,-0.0271,-0.4962,-96.1982,-6.0608,187.2984,95.3359,51.93931517,15.60005203,-3.09,-0.42
1.45,36.2563,17,-0.0597,0.2183,-0.4847,-96.5013,-3.326,187.2794,173.4932,51.93931459,15.60004462,-2.07,-0.29
1.5,36.2075,17,-0.0106,0.4637,-0.4732,-96.8043,-0.5912,187.2604,974.7862,51.93931401,15.60003722,-1.77,-0.23
1.55,37.026,17,-0.003,0.3776,-0.4635,-96.8339,-0.1734,187.2562,3399.2241,51.9393134,15.60002931,-2.12,-0.01
1.6,37.8445,17,0.0046,0.2915,-0.4538,-96.8634,0.2444,187.252,2463.9846,51.93931279,15.60002141,-3.09,0.29
1.65,38.3591,17,-0.0117,0.3053,-0.4874,-96.8512,-0.6078,187.2363,1004.4712,51.93931224,15.6000134,-2.75,0.04
1.7,38.8736,17,-0.0281,0.3191,-0.5211,-96.839,-1.46,187.2206,423.7569,51.93931169,15.60000539,-2.45,-0.05
1.75,39.4368,17,-0.0512,0.3815,-0.48,-96.912,-2.6103,187.2238,240.4506,51.93931107,15.59999724,-3.37,0.01
1.8,39.9999,17,-0.0744,0.444,-0.4389,-96.985,-3.7606,187.227,169.2844,51.93931045,15.59998908,-4.69,0
1.85,40.7832,17,-0.1164,0.3653,-0.4339,-97.173,-5.7349,187.2259,113.1807,51.93930981,15.59998063,-5.78,-0.09
1.9,41.5665,17,-0.1584,0.2866,-0.4288,-97.361,-7.7092,187.2248,85.8127,51.93930917,15.59997218,-5.29,-0.1
1.95,42.0705,17,-0.1191,0.3472,-0.4874,-97.7465,-5.7503,187.1945,116.4423,51.93930835,15.59996358,-4.19,-0.15
2,42.5745,17,-0.0798,0.4078,-0.5461,-98.132,-3.7913,187.1642,178.7251,51.93930753,15.59995499,-2.91,-0.17
2.05,43.2938,17,-0.1091,0.3742,-0.5246,-98.3215,-5.0786,187.1712,135.6766,51.93930672,15.59994593,-1.46,-0.04
2.1,44.0131,17,-0.1385,0.3407,-0.5032,-98.5111,-6.3659,187.1781,110.0386,51.93930591,15.59993687,-0.73,0.03
2.15,44.6118,17,-0.1502,0.3511,-0.5037,-98.8294,-6.7944,187.1673,104.5009,51.93930491,15.59992759,-0.51,-0.01
2.2,45.2104,17,-0.1619,0.3616,-0.5043,-99.1477,-7.2229,187.1565,99.6202,51.9393039,15.59991832,-1.02,-0.01
2.25,45.809,17,-0.1736,0.3721,-0.5048,-99.466,-7.6514,187.1457,95.2862,51.93930289,15.59990904,-1.49,0.01
2.3,46.4076,17,-0.1854,0.3825,-0.5053,-99.7843,-8.0799,187.1349,91.4119,51.93930189,15.59989976,-1.88,0.03
2.35,47.0805,17,-0.1498,0.3669,-0.4909,-100.1882,-6.4583,187.1195,116.0218,51.93930075,15.59989012,-1.35,0.04
2.4,47.7534,17,-0.1142,0.3514,-0.4765,-100.5922,-4.8368,187.104,157.1329,51.93929962,15.59988047,-1.51,0
2.45,48.3728,17,-0.1421,0.3223,-0.5011,-100.8341,-5.9281,187.095,129.8681,51.93929841,15.59987055,-2.78,0.03
2.5,48.9922,17,-0.17,0.2932,-0.5257,-101.0759,-7.0195,187.0859,111.0812,51.9392972,15.59986063,-4.13,0.05
2.55,49.5079,17,-0.1214,0.3102,-0.5024,-101.4269,-4.982,187.0762,158.1588,51.93929586,15.59985051,-3.88,-0.01
2.6,50.0236,17,-0.0728,0.3272,-0.4792,-101.7779,-2.9444,187.0666,270.3912,51.93929451,15.5998404,-2.41,-0.03
2.65,50.6009,17,-0.0986,0.3126,-0.4881,-101.9251,-3.9298,187.0603,204.9338,51.93929312,15.59983003,-2.27,-0.03
2.7,51.1782,17,-0.1244,0.298,-0.497,-102.0723,-4.9151,187.0541,165.7205,51.93929174,15.59981966,-1.94,-0.01
2.75,51.7033,17,-0.1129,0.2753,-0.4855,-102.3181,-4.4214,187.0482,186.1131,51.93929027,15.59980912,-1.24,-0.01
2.8,52.2284,17,-0.1014,0.2526,-0.4741,-102.5638,-3.9278,187.0424,211.6315,51.93928881,15.59979857,-1.24,0.03
2.85,52.6737,17,-0.1217,0.3394,-0.4849,-102.7602,-4.6687,187.0169,179.564,51.93928728,15.59978798,-2.34,0.05
2.9,53.119,17,-0.1421,0.4261,-0.4958,-102.9566,-5.4096,186.9915,156.2806,51.93928575,15.59977738,-3.2,0
2.95,53.87,17,-0.1321,0.3079,-0.4802,-103.2271,-4.9668,186.9924,172.6182,51.93928414,15.59976639,-2.26,-0.02
3,54.6211,17,-0.1222,0.1896,-0.4647,-103.4976,-4.5241,186.9933,192.1535,51.93928252,15.5997554,-1.54,-0.02
3.05,54.9549,17,-0.0704,0.1858,-0.4398,-103.7238,-2.6026,186.9971,336.0586,51.93928087,15.59974439,-1.6,0
3.1,55.2887,17,-0.0186,0.182,-0.4149,-103.95,-0.6812,187.001,1291.8538,51.93927923,15.59973337,-2.07,-0.05
3.15,55.61,17,0.0462,0.1428,-0.4178,-103.984,1.6398,186.9962,539.7266,51.93927768,15.5997223,-1.82,-0.2
3.2,55.9313,17,0.111,0.1035,-0.4208,-104.0181,3.9608,186.9914,224.7451,51.93927613,15.59971124,-1.16,-0.15
3.25,56.2525,17,0.1758,0.0642,-0.4238,-104.0521,6.2818,186.9866,142.5208,51.93927458,15.59970017,-3.08,-0.02
3.3,56.5738,17,0.2406,0.025,-0.4268,-104.0862,8.6028,186.9818,104.6639,51.93927303,15.5996891,-3.89,-0.1
3.35,56.6147,17,0.092,0.2182,-0.399,-103.6561,3.2913,186.9947,273.7668,51.93927165,15.599678,-3.75,-0.09
3.4,56.6556,17,-0.0566,0.4114,-0.3712,-103.2259,-2.0202,187.0077,446.3517,51.93927026,15.59966691,-3.19,0.09
3.45,57.3817,17,0.0202,0.3335,-0.3191,-103.3269,0.6765,187.0265,1349.9178,51.93926866,15.59965535,-3.13,-0.07
3.5,58.1077,17,0.0969,0.2556,-0.267,-103.4279,3.3732,187.0453,274.1635,51.93926706,15.59964379,-3.73,0.01
3.55,58.5584,17,0.1476,0.1866,-0.3362,-103.2593,5.0867,187.0208,183.2204,51.93926544,15.59963225,-3.61,-0.17
3.6,59.0091,17,0.1984,0.1176,-0.4054,-103.0906,6.8002,186.9963,138.1082,51.93926383,15.59962072,-4.07,-0.12
3.65,59.2145,17,0.164,0.182,-0.364,-102.7506,5.6066,187.0167,168.0938,51.93926236,15.5996089,-3.61,-0.09
3.7,59.4199,17,0.1296,0.2464,-0.3225,-102.4106,4.413,187.037,214.3003,51.93926088,15.59959708,-3.3,0.03
3.75,59.854,17,-0.0161,0.2732,-0.3328,-102.19,-0.5068,187.0362,1879.7249,51.93925936,15.59958506,-2.89,0
3.8,60.2882,17,-0.1617,0.2999,-0.343,-101.9693,-5.4265,187.0354,176.8199,51.93925784,15.59957305,-2.31,-0.11
3.85,60.8161,17,-0.0266,0.2072,-0.2658,-102.2406,-0.9243,187.0814,1047.1365,51.93925615,15.59956063,-3.6,-0.08
3.9,61.3441,17,0.1085,0.1144,-0.1886,-102.512,3.5778,187.1275,272.8818,51.93925445,15.59954822,-4.64,0.01
3.95,61.5455,17,0.2407,0.1675,-0.1446,-102.3331,7.8977,187.1499,124.0275,51.93925288,15.59953583,-4.67,0.12
4,61.7468,17,0.3729,0.2206,-0.1007,-102.1542,12.2175,187.1725,80.4364,51.93925131,15.59952344,-4.91,0.08
4.05,62.1292,17,0.3069,0.2343,-0.1128,-101.5433,10.0057,187.162,98.8252,51.9392499,15.59951088,-4.85,0.01
4.1,62.5116,17,0.2408,0.248,-0.1249,-100.9324,7.7939,187.1516,127.6507,51.93924849,15.59949833,-3.79,-0.02
4.15,62.9436,17,0.2774,0.2508,-0.1327,-100.5427,8.8915,187.1398,112.6668,51.93924713,15.5994855,-2.67,0.13
4.2,63.3756,17,0.3139,0.2536,-0.1405,-100.153,9.9891,187.128,100.9756,51.93924577,15.59947266,-1.8,0.27
4.25,63.8075,17,0.3504,0.2563,-0.1483,-99.7633,11.0867,187.1162,91.5992,51.93924441,15.59945983,-1.87,0.12
4.3,64.2395,17,0.3869,0.2591,-0.1561,-99.3736,12.1842,187.1044,83.9121,51.93924305,15.599447,-1.52,-0.07
4.35,64.6896,17,0.3021,0.1992,-0.1939,-98.7644,9.4671,187.0896,108.7522,51.93924198,15.59943382,-2.19,-0.08
4.4,65.1398,17,0.2174,0.1392,-0.2317,-98.1552,6.75,187.0747,153.5906,51.93924092,15.59942065,-3.54,-0.04
4.45,65.3832,17,0.2586,0.2327,-0.2495,-97.8177,7.9968,187.0629,130.1272,51.93923988,15.5994074,-3.74,-0.01
4.5,65.6267,17,0.2999,0.3262,-0.2673,-97.4802,9.2437,187.0512,112.9936,51.93923885,15.59939416,-3.93,-0.07
4.55,66.1982,17,0.2173,0.1267,-0.2407,-97.018,6.6612,187.0596,158.1657,51.93923795,15.59938068,-5.15,-0.11
4.6,66.7697,17,0.1346,-0.0727,-0.2141,-96.5558,4.0787,187.068,260.5401,51.93923706,15.59936721,-5.3,-0.07
4.65,66.6405,17,0.169,0.1349,-0.265,-96.3519,5.1311,187.0298,206.7038,51.93923618,15.59935401,-4.56,-0.15
4.7,66.5113,17,0.2033,0.3425,-0.3159,-96.148,6.1835,186.9915,171.1923,51.93923531,15.59934081,-2.73,-0.17
4.75,67.1139,17,0.2922,0.3401,-0.2597,-95.8388,8.7847,187.0222,121.5928,51.93923452,15.59932702,-2.46,-0.04
4.8,67.7165,17,0.3811,0.3377,-0.2034,-95.5296,11.3859,187.0529,94.6562,51.93923373,15.59931323,-2.93,0.19
4.85,68.3059,17,0.3443,0.2022,-0.2095,-94.9603,10.2076,187.0477,106.5018,51.93923313,15.59929929,-1.49,0.08
4.9,68.8954,17,0.3075,0.0668,-0.2156,-94.391,9.0292,187.0426,121.4391,51.93923254,15.59928535,-1.65,-0.1
4.95,69.0089,17,0.2277,0.0636,-0.1833,-93.9396,6.6772,187.0649,164.4872,51.93923214,15.59927141,-1.68,-0.17
5,69.1224,17,0.1478,0.0604,-0.1509,-93.4881,4.3251,187.0873,254.3558,51.93923173,15.59925748,-2.57,-0.2
5.05,69.228,17,0.3666,-0.1562,-0.2022,-93.2719,10.7083,187.0587,102.8925,51.93923133,15.59924352,-2.07,-0.18
5.1,69.3336,17,0.5855,-0.3728,-0.2535,-93.0556,17.0914,187.0301,64.5634,51.93923093,15.59922956,-1.01,-0.09
5.15,68.6447,17,0.5319,-0.38,-0.3005,-92.201,15.6364,187.0035,69.8698,51.93923102,15.59921614,-1.98,0.03
5.2,67.9557,17,0.4782,-0.3872,-0.3474,-91.3465,14.1814,186.977,76.265,51.9392311,15.59920273,-3.43,-0.04
5.25,67.2667,17,0.4246,-0.3945,-0.3944,-90.4919,12.7265,186.9504,84.1225,51.93923119,15.59918931,-2.52,-0.14
5.3,66.5777,17,0.371,-0.4017,-0.4414,-89.6373,11.2715,186.9238,94.0086,51.93923128,15.5991759,-1.74,-0.2
5.35,65.8622,17,0.5052,-0.353,-0.4821,-89.0738,15.5652,186.9014,67.3445,51.93923161,15.59916286,-1.93,-0.12
5.4,65.1467,17,0.6394,-0.3043,-0.5229,-88.5102,19.8589,186.8791,52.2105,51.93923194,15.59914983,-1.76,-0.02
5.45,64.5898,16,0.5625,-0.1907,-0.578,-87.5172,17.5994,186.8359,58.41,51.93923258,15.59913741,-2.06,-0.06
5.5,64.033,16,0.4855,-0.0771,-0.6331,-86.5243,15.3398,186.7928,66.4359,51.93923322,15.59912499,-2.96,-0.18
5.55,63.8854,16,0.5524,-0.261,-0.6722,-85.7573,17.4987,186.7608,58.1052,51.93923402,15.59911244,-3.26,-0.15
5.6,63.7377,16,0.6192,-0.4449,-0.7113,-84.9903,19.6576,186.7287,51.6043,51.93923483,15.5990999,-2.89,-0.04
5.65,62.9337,16,0.6846,-0.4309,-0.7394,-84.0074,22.0419,186.7144,45.4417,51.93923594,15.59908788,-2.24,0.03
5.7,62.1297,16,0.75,-0.4169,-0.7674,-83.0245,24.4261,186.7001,40.4822,51.93923705,15.59907586,-1.64,-0.07
5.75,61.3655,16,0.7379,-0.226,-0.8333,-81.8032,24.3307,186.6676,40.1411,51.93923845,15.59906413,-3.36,-0.1
5.8,60.6013,16,0.7258,-0.0351,-0.8991,-80.5819,24.2353,186.6351,39.7973,51.93923984,15.5990524,-2.97,-0.23
5.85,60.5121,16,0.7896,-0.1493,-0.8682,-79.3702,26.4106,186.6326,36.4657,51.93924154,15.59904049,-1.95,-0.26
5.9,60.423,16,0.8535,-0.2635,-0.8373,-78.1584,28.5859,186.6301,33.6411,51.93924325,15.59902857,-3.11,-0.24
5.95,59.9203,16,0.7461,-0.0436,-0.8194,-76.7291,25.1707,186.6298,37.8877,51.93924529,15.59901707,-4.31,-0.16
6,59.4175,16,0.6388,0.1764,-0.8015,-75.2998,21.7555,186.6295,43.4676,51.93924734,15.59900557,-3.04,-0.04
6.05,59.7074,16,0.6683,0.0963,-0.7771,-74.212,22.6533,186.6297,41.9486,51.93924967,15.59899386,-2.96,-0.07
6.1,59.9973,16,0.6977,0.0162,-0.7526,-73.1243,23.551,186.63,40.5454,51.939252,15.59898216,-4.54,-0.1
6.15,59.9753,16,0.6595,0.0624,-0.722,-71.9467,22.2626,186.633,42.8761,51.93925484,15.5989709,-4.6,-0.16
6.2,59.9533,16,0.6212,0.1085,-0.6914,-70.7691,20.9743,186.636,45.4931,51.93925769,15.59895964,-4.18,-0.04
6.25,59.9312,16,0.583,0.1547,-0.6608,-69.5916,19.6859,186.639,48.4527,51.93926053,15.59894838,-3.51,0.1
6.3,59.9092,16,0.5448,0.2009,-0.6303,-68.414,18.3975,186.642,51.8268,51.93926338,15.59893711,-3.96,0.02
6.35,60.2483,16,0.6631,0.0467,-0.6278,-67.4942,22.2487,186.6321,43.0984,51.93926662,15.59892576,-3.5,-0.14
6.4,60.5874,16,0.7814,-0.1075,-0.6253,-66.5743,26.0998,186.6222,36.9458,51.93926987,15.59891441,-2.79,-0.18
6.45,60.3663,15,0.6705,-0.0017,-0.6188,-65.2693,22.46,186.6187,42.7764,51.93927334,15.59890335,-3.34,-0.08
6.5,60.1451,15,0.5595,0.1042,-0.6124,-63.9643,18.8202,186.6152,50.8623,51.9392768,15.59889229,-4.07,0
6.55,60.3127,15,0.6357,0.0548,-0.5856,-63.0233,21.3179,186.6173,45.0281,51.93928057,15.5988814,-3.57,-0.05
6.6,60.4804,15,0.7118,0.0054,-0.5587,-62.0823,23.8157,186.6195,40.4177,51.93928434,15.5988705,-4.2,0
6.65,60.4637,15,0.76,0.0609,-0.5226,-60.8915,25.4335,186.6398,37.8363,51.9392884,15.59885989,-5.31,0.01
6.7,60.4471,15,0.8081,0.1164,-0.4865,-59.7007,27.0513,186.6601,35.5637,51.93929247,15.59884929,-5.5,-0.01
6.75,60.6189,15,0.7369,-0.0021,-0.481,-58.3482,24.6047,186.6593,39.2112,51.93929685,15.598839,-4.08,-0.05
6.8,60.7908,15,0.6657,-0.1207,-0.4754,-56.9956,22.1581,186.6585,43.6642,51.93930123,15.59882871,-2.82,-0.02
6.85,60.555,15,0.6529,-0.0763,-0.4485,-55.8877,21.8141,186.6734,44.1807,51.9393058,15.5988189,-2.6,0.06
6.9,60.3191,15,0.6401,-0.0318,-0.4216,-54.7798,21.4701,186.6884,44.7138,51.93931037,15.59880909,-2.34,0.01
6.95,60.2418,15,0.7397,-0.0775,-0.4132,-53.7063,24.8508,186.6842,38.5814,51.93931515,15.59879955,-2.35,-0.04
7,60.1645,15,0.8394,-0.1232,-0.4048,-52.6328,28.2316,186.68,33.9176,51.93931994,15.59879002,-3.23,0.15
7.05,59.9104,15,0.8261,-0.1632,-0.4493,-51.2212,27.9185,186.6641,34.1531,51.93932501,15.59878099,-3.17,0.02
7.1,59.6563,15,0.8129,-0.2032,-0.4937,-49.8096,27.6055,186.6482,34.3939,51.93933007,15.59877196,-2.71,-0.21
7.15,59.2284,15,0.8077,-0.2087,-0.4528,-48.4293,27.6189,186.6621,34.1306,51.93933541,15.59876371,-2.64,-0.21
7.2,58.8005,15,0.8024,-0.2142,-0.4119,-47.0491,27.6323,186.6761,33.8675,51.93934076,15.59875546,-2.46,-0.21
7.25,58.3725,15,0.7972,-0.2196,-0.3709,-45.6688,27.6458,186.69,33.6047,51.9393461,15.59874721,-2.19,-0.09
7.3,57.9446,15,0.792,-0.2251,-0.33,-44.2885,27.6592,186.704,33.3422,51.93935144,15.59873896,-1.88,-0.17
7.35,57.5134,15,0.8409,-0.1046,-0.2993,-42.9056,29.6035,186.711,30.9205,51.93935705,15.59873173,-3.93,-0.14
7.4,57.0823,15,0.8898,0.0159,-0.2687,-41.5226,31.5478,186.718,28.7974,51.93936265,15.5987245,-4.66,0.02
7.45,57.0671,16,0.9167,-0.1622,-0.295,-39.9452,32.512,186.7086,27.9358,51.93936852,15.5987177,-3.06,0.12
7.5,57.0519,16,0.9436,-0.3403,-0.3212,-38.3678,33.4763,186.6991,27.1239,51.93937439,15.5987109,-1.2,-0.02
7.55,56.4026,16,1.0054,-0.2822,-0.3225,-36.694,36.112,186.6956,24.8581,51.93938033,15.59870502,-1.56,-0.08
7.6,55.7534,16,1.0672,-0.2242,-0.3237,-35.0202,38.7477,186.6921,22.9005,51.93938628,15.59869915,-0.77,-0.23
7.65,55.2938,16,1.0064,-0.1128,-0.2971,-33.0828,36.8273,186.692,23.8961,51.93939233,15.59869398,-2.05,-0.06
7.7,54.8343,16,0.9457,-0.0014,-0.2704,-31.1454,34.9069,186.6919,25.0012,51.93939838,15.59868881,-2.55,-0.14
7.75,54.7809,16,1.0836,-0.025,-0.2816,-29.4001,40.0521,186.689,21.7682,51.93940461,15.59868408,-3.1,-0.02
7.8,54.7274,16,1.2216,-0.0485,-0.2928,-27.6547,45.1973,186.6861,19.2714,51.93941083,15.59867936,-2.77,-0.07
7.85,54.5568,16,1.0491,-0.0756,-0.2775,-25.3949,38.9092,186.6842,22.316,51.93941727,15.59867562,-2.34,-0.14
7.9,54.3861,16,0.8766,-0.1028,-0.2621,-23.135,32.621,186.6823,26.5346,51.93942371,15.59867187,-2.21,-0.22
7.95,54.1605,16,0.7963,0.1076,-0.146,-21.5039,29.7413,186.7322,28.983,51.93943021,15.5986687,-2.72,-0.06
8,53.9348,16,0.716,0.3179,-0.0299,-19.8729,26.8616,186.782,31.9564,51.9394367,15.59866553,-1.97,-0.09
8.05,54.4664,16,0.7568,0.2025,-0.0333,-18.5298,28.1231,186.7765,30.8237,51.9394434,15.59866264,-3.19,0.13
8.1,54.998,16,0.7976,0.0871,-0.0367,-17.1867,29.3847,186.7709,29.7883,51.9394501,15.59865975,-3.21,0.04
8.15,55.0794,16,0.8262,0.1078,-0.0631,-15.7175,30.38,186.7597,28.855,51.93945693,15.59865768,-3.52,0.01
8.2,55.1609,16,0.8548,0.1286,-0.0895,-14.2483,31.3753,186.7486,27.981,51.93946376,15.59865561,-2.67,-0.01
8.25,55.2424,16,0.8834,0.1493,-0.1159,-12.779,32.3707,186.7374,27.1607,51.9394706,15.59865354,-2.37,-0.17
8.3,55.3238,16,0.9121,0.17,-0.1423,-11.3098,33.366,186.7263,26.3893,51.93947743,15.59865147,-2.43,-0.08
8.35,55.577,16,1.0413,0.1342,-0.1376,-9.6415,37.9085,186.7238,23.3335,51.93948446,15.59865042,-2.85,-0.07
8.4,55.8303,16,1.1706,0.0984,-0.1329,-7.9732,42.451,186.7214,20.9316,51.93949148,15.59864938,-2.86,0
8.45,55.9273,15,1.1686,0.0072,-0.1452,-5.8507,42.3044,186.7101,21.0406,51.93949854,15.59864928,-2.47,-0.14
8.5,56.0243,15,1.1666,-0.084,-0.1574,-3.7281,42.1578,186.6988,21.1504,51.93950559,15.59864917,-2.69,-0.18
8.55,55.8002,15,0.985,-0.0582,-0.1656,-1.6202,35.7074,186.6935,24.8713,51.9395125,15.59864991,-3.05,-0.04
8.6,55.5761,15,0.8035,-0.0324,-0.1738,0.4877,29.257,186.6882,30.2328,51.93951942,15.59865064,-2.5,-0.03
8.65,55.4827,15,0.9732,0.003,-0.2012,1.9505,35.5158,186.6682,24.8631,51.93952635,15.59865188,-2.68,-0.06
8.7,55.3892,15,1.1429,0.0384,-0.2287,3.4134,41.7746,186.6481,21.1025,51.93953329,15.59865311,-3.66,-0.18
8.75,55.3835,15,1.1388,-0.0763,-0.2093,5.5021,41.6295,186.6669,21.1738,51.93954014,15.59865542,-2.98,-0.35
8.8,55.3777,15,1.1347,-0.191,-0.1898,7.5908,41.4845,186.6858,21.2456,51.939547,15.59865774,-2.7,-0.29
8.85,54.968,15,1.07,0.0395,-0.1849,9.6651,39.391,186.6906,22.2092,51.93955357,15.5986606,-2.93,-0.15
8.9,54.5583,15,1.0053,0.27,-0.18,11.7393,37.2975,186.6954,23.281,51.93956015,15.59866345,-3.46,-0.07
8.95,54.9771,15,0.8551,0.1533,-0.1201,13.6042,31.5231,186.717,27.757,51.93956683,15.59866721,-3.56,0
9,55.3959,15,0.7049,0.0366,-0.0603,15.469,25.7487,186.7386,34.2406,51.93957351,15.59867096,-4.01,-0.02
9.05,55.4324,15,0.8531,0.0669,-0.0815,16.7565,31.181,186.7215,28.294,51.93958004,15.59867491,-5.18,-0.02
9.1,55.469,15,1.0013,0.0972,-0.1027,18.0439,36.6132,186.7043,24.112,51.93958658,15.59867887,-5.2,-0.04
9.15,55.5275,15,0.9838,0.1268,-0.0997,19.8746,35.919,186.7069,24.6039,51.93959286,15.59868411,-4.5,-0.1
9.2,55.5861,15,0.9663,0.1563,-0.0967,21.7052,35.2248,186.7095,25.1152,51.93959913,15.59868936,-3.41,-0.16
9.25,55.6446,15,0.9488,0.1859,-0.0937,23.5359,34.5307,186.712,25.6471,51.93960541,15.5986946,-4.19,-0.13
9.3,55.7031,15,0.9312,0.2154,-0.0908,25.3665,33.8365,186.7146,26.2008,51.93961168,15.59869985,-3.84,-0.07
9.35,56.0348,15,1.0325,0.0574,-0.1212,27.0584,37.2801,186.6918,23.9222,51.93961778,15.59870592,-4.05,-0.01
9.4,56.3664,15,1.1338,-0.1005,-0.1517,28.7502,40.7237,186.669,22.0289,51.93962387,15.59871199,-4.41,-0.01
9.45,56.1177,14,0.9619,0.1018,-0.193,30.7864,34.6694,186.6465,25.7616,51.93962952,15.59871874,-3.35,-0.22
9.5,55.8691,14,0.79,0.3041,-0.2342,32.8226,28.6151,186.6241,31.0739,51.93963517,15.59872549,-4.21,-0.22
9.55,56.3709,14,0.9632,0.1493,-0.2108,34.2533,34.5332,186.6319,25.98,51.93964091,15.59873279,-4.83,-0.09
9.6,56.8728,14,1.1364,-0.0055,-0.1874,35.6841,40.4513,186.6396,22.3765,51.93964666,15.5987401,-5.18,-0.04
9.65,56.7923,14,1.1873,0.018,-0.2299,37.7066,42.3288,186.6144,21.3537,51.9396519,15.59874807,-5,-0.04
9.7,56.7118,14,1.2382,0.0414,-0.2724,39.7292,44.2064,186.5892,20.4178,51.93965715,15.59875603,-4.48,-0.1
9.75,56.7005,14,0.9968,-0.006,-0.2645,41.9395,35.5843,186.593,25.36,51.93966206,15.59876457,-4.79,-0.1
9.8,56.6891,14,0.7553,-0.0534,-0.2566,44.1498,26.9621,186.5969,33.463,51.93966697,15.5987731,-5.24,-0.05
9.85,56.5634,14,0.943,0.1296,-0.2913,45.498,33.7618,186.5819,26.6643,51.93967174,15.5987817,-5.63,0
9.9,56.4376,14,1.1308,0.3127,-0.326,46.8461,40.5615,186.5668,22.145,51.9396765,15.5987903,-5.51,-0.01
9.95,56.9188,14,1.0412,0.1854,-0.3657,48.8741,37.0579,186.5449,24.4453,51.93968091,15.59879977,-4.07,-0.21
10,57.4,14,0.9516,0.0581,-0.4055,50.9022,33.5544,186.523,27.2259,51.93968531,15.59880924,-4.15,-0.34
