timestamp,latitude,longitude,gps_speed,course,height,acc_t_g,acc_n_g,lean_angle,acc_t_imu,acc_n_imu,acc_z_imu,x_rate_of_rotation-gyro,y_rate_of_rotation-gyro,z_rate_of_rotation-gyro
101404.49,3116.41212,-935.94594,0.04,327.89,146.05,-0.003,0,0,0.213,0.091,0.967,-3.28,6.6,-5.59
101404.59,3116.412121,-935.945939,0.072,327.89,146.05,-0.002,0,0,0.213,0.091,0.967,-3.331,6.576,-5.506
101404.69,3116.412122,-935.945937,0.072,327.89,146.06,-0.002,0,0,0.213,0.091,0.967,-3.458,6.517,-5.294
101404.79,3116.412124,-935.945935,0.072,327.89,146.06,-0.002,0,0,0.213,0.091,0.967,-3.585,6.458,-5.083
101404.89,3116.412126,-935.945932,0.072,327.89,146.06,-0.002,0,0,0.213,0.091,0.967,-3.712,6.399,-4.872
101404.99,3116.412128,-935.94593,0.073,327.89,146.07,-0.002,0,0,0.213,0.091,0.967,-3.84,6.34,-4.661
101405.09,3116.41213,-935.945928,0.073,327.89,146.07,-0.002,0,0,0.213,0.091,0.967,-3.967,6.281,-4.449
101405.19,3116.412131,-935.945925,0.073,327.89,146.07,-0.002,0,0,0.213,0.091,0.968,-4.094,6.222,-4.238
101405.29,3116.412133,-935.945923,0.073,327.89,146.08,-0.002,0,0,0.213,0.091,0.968,-4.221,6.162,-4.027
101405.39,3116.412135,-935.945921,0.073,327.89,146.08,-0.002,0,0,0.213,0.091,0.968,-4.348,6.103,-3.816
101405.49,3116.412137,-935.945919,0.073,327.89,146.09,-0.002,0,0,0.213,0.091,0.968,-4.476,6.044,-3.605
101405.59,3116.412138,-935.945916,0.073,327.89,146.09,-0.002,0,0,0.213,0.091,0.968,-4.603,5.985,-3.393
101405.69,3116.41214,-935.945914,0.073,327.89,146.09,-0.002,0,0,0.213,0.091,0.968,-4.73,5.926,-3.182
101405.79,3116.412142,-935.945912,0.074,327.89,146.1,-0.002,0,0,0.213,0.091,0.968,-4.857,5.867,-2.971
101405.89,3116.412144,-935.94591,0.074,327.89,146.1,-0.002,0,0,0.213,0.091,0.968,-4.984,5.808,-2.76
101405.99,3116.412145,-935.945907,0.074,327.89,146.1,-0.002,0,0,0.213,0.091,0.968,-5.111,5.749,-2.549
101406.09,3116.412147,-935.945905,0.074,327.89,146.11,-0.002,0,0,0.213,0.091,0.968,-5.239,5.689,-2.337
101406.19,3116.412149,-935.945903,0.074,327.89,146.11,-0.002,0,0,0.213,0.091,0.968,-5.366,5.63,-2.126
101406.29,3116.412151,-935.945901,0.074,327.89,146.12,-0.002,0,0,0.213,0.091,0.968,-5.493,5.571,-1.915
101406.39,3116.412152,-935.945898,0.074,327.89,146.12,-0.002,0,0,0.213,0.091,0.968,-5.62,5.512,-1.704
101406.49,3116.412154,-935.945896,0.075,327.89,146.12,-0.002,0,0,0.213,0.091,0.969,-5.747,5.453,-1.493
101406.59,3116.412156,-935.945894,0.075,327.89,146.13,-0.002,0,0,0.213,0.091,0.969,-5.875,5.394,-1.281
101406.69,3116.412158,-935.945891,0.075,327.89,146.13,-0.002,0,0,0.213,0.091,0.969,-6.002,5.335,-1.07
101406.79,3116.41216,-935.945889,0.075,327.89,146.14,-0.002,0,0,0.213,0.091,0.969,-6.129,5.276,-0.859
101406.89,3116.412161,-935.945887,0.075,327.89,146.14,-0.002,0,0,0.213,0.091,0.969,-6.256,5.216,-0.648
101406.99,3116.412163,-935.945885,0.075,327.89,146.14,-0.002,0,0,0.213,0.091,0.969,-6.383,5.157,-0.436
101407.09,3116.412165,-935.945882,0.075,327.89,146.15,-0.002,0,0,0.214,0.091,0.969,-6.51,5.098,-0.225
101407.19,3116.412167,-935.94588,0.075,327.89,146.15,-0.002,0,0,0.214,0.091,0.969,-6.638,5.039,-0.014
101407.29,3116.412168,-935.945878,0.076,327.89,146.15,-0.002,0,0,0.214,0.091,0.969,-6.765,4.98,0.197
101407.39,3116.41217,-935.945876,0.076,327.89,146.16,-0.002,0,0,0.214,0.091,0.969,-6.892,4.921,0.408
101407.49,3116.412172,-935.945873,0.076,327.89,146.16,-0.002,0,0,0.214,0.091,0.969,-7.019,4.862,0.62
101407.59,3116.412174,-935.945871,0.076,327.89,146.17,-0.002,0,0,0.214,0.091,0.969,-7.146,4.803,0.831
101407.69,3116.412175,-935.945869,0.076,327.89,146.17,-0.002,0,0,0.214,0.091,0.969,-7.274,4.743,1.042
101407.79,3116.412177,-935.945866,0.076,327.89,146.17,-0.002,0,0,0.214,0.091,0.97,-7.401,4.684,1.253
101407.89,3116.412179,-935.945864,0.076,327.89,146.18,-0.002,0,0,0.214,0.091,0.97,-7.528,4.625,1.464
101407.99,3116.412181,-935.945862,0.076,327.89,146.18,-0.002,0,0,0.214,0.091,0.97,-7.655,4.566,1.676
101408.09,3116.412182,-935.94586,0.077,327.89,146.18,-0.002,0,0,0.214,0.091,0.97,-7.782,4.507,1.887
101408.19,3116.412184,-935.945857,0.077,327.89,146.19,-0.002,0,0,0.214,0.091,0.97,-7.909,4.448,2.098
101408.29,3116.412186,-935.945855,0.077,327.89,146.19,-0.002,0,0,0.214,0.091,0.97,-8.037,4.389,2.309
101408.39,3116.412188,-935.945853,0.077,327.89,146.2,-0.003,0,0,0.214,0.091,0.97,-8.164,4.33,2.52
101408.49,3116.41219,-935.945851,0.077,327.89,146.2,-0.003,0,0,0.214,0.091,0.97,-8.291,4.27,2.732
101408.59,3116.412191,-935.945848,0.077,327.89,146.2,-0.003,0,0,0.214,0.091,0.97,-8.418,4.211,2.943
101408.69,3116.412193,-935.945846,0.077,327.89,146.21,-0.003,0,0,0.214,0.091,0.97,-8.545,4.152,3.154
101408.79,3116.412195,-935.945844,0.077,327.89,146.21,-0.003,0,0,0.214,0.091,0.97,-8.673,4.093,3.365
101408.89,3116.412197,-935.945842,0.078,327.89,146.21,-0.003,0,0,0.214,0.091,0.97,-8.8,4.034,3.577
101408.99,3116.412198,-935.945839,0.078,327.89,146.22,-0.003,0,0,0.214,0.091,0.971,-8.927,3.975,3.788
101409.09,3116.4122,-935.945837,0.078,327.89,146.22,-0.003,0,0,0.214,0.091,0.971,-9.054,3.916,3.999
101409.19,3116.412202,-935.945835,0.078,327.89,146.23,-0.003,0,0,0.214,0.091,0.971,-9.181,3.857,4.21
101409.29,3116.412204,-935.945832,0.078,327.89,146.23,-0.003,0,0,0.214,0.091,0.971,-9.308,3.797,4.421
101409.39,3116.412205,-935.94583,0.078,327.89,146.23,-0.003,0,0,0.214,0.091,0.971,-9.436,3.738,4.633
101409.49,3116.412207,-935.945828,0.078,327.89,146.24,-0.003,0,0,0.214,0.091,0.971,-9.563,3.679,4.844
101409.59,3116.412209,-935.945826,0.079,327.89,146.24,-0.003,0,0,0.214,0.09,0.971,-9.69,3.62,5.055
101409.69,3116.412211,-935.945823,0.079,327.89,146.25,-0.003,0,0,0.214,0.09,0.971,-9.817,3.561,5.266
101409.79,3116.412212,-935.945821,0.079,327.89,146.25,-0.003,0,0,0.214,0.09,0.971,-9.944,3.502,5.477
101409.89,3116.412214,-935.945819,0.079,327.89,146.25,-0.003,0,0,0.214,0.09,0.971,-10.072,3.443,5.689
101409.99,3116.412216,-935.945817,0.079,327.89,146.26,-0.003,0,0,0.214,0.09,0.971,-10.199,3.383,5.9
101410.09,3116.412218,-935.945814,0.079,327.89,146.26,-0.003,0,0,0.214,0.09,0.971,-10.326,3.324,6.111
101410.19,3116.41222,-935.945812,0.079,327.89,146.26,-0.003,0,0,0.214,0.09,0.971,-10.453,3.265,6.322
101410.29,3116.412221,-935.94581,0.079,327.89,146.27,-0.003,0,0,0.214,0.09,0.972,-10.58,3.206,6.533
101410.39,3116.412223,-935.945807,0.08,327.89,146.27,-0.003,0,0,0.214,0.09,0.972,-10.707,3.147,6.745
101410.49,3116.412225,-935.945805,0.08,327.89,146.28,-0.003,0,0,0.214,0.09,0.972,-10.835,3.088,6.956
101410.59,3116.412227,-935.945803,0.08,327.89,146.28,-0.003,0,0,0.214,0.09,0.972,-10.962,3.029,7.167
101410.69,3116.412228,-935.945801,0.08,327.89,146.28,-0.003,0,0,0.214,0.09,0.972,-11.089,2.97,7.378
101410.79,3116.41223,-935.945798,0.08,327.89,146.29,-0.003,0,0,0.214,0.09,0.972,-11.216,2.91,7.59
101410.89,3116.412232,-935.945796,0.08,327.89,146.29,-0.003,0,0,0.214,0.09,0.972,-11.343,2.851,7.801
101410.99,3116.412234,-935.945794,0.08,327.89,146.29,-0.003,0,0,0.214,0.09,0.972,-11.471,2.792,8.012
101411.09,3116.412235,-935.945792,0.08,327.89,146.3,-0.003,0,0,0.214,0.09,0.972,-11.598,2.733,8.223
101411.19,3116.412237,-935.945789,0.081,327.89,146.3,-0.003,0,0,0.214,0.09,0.972,-11.725,2.674,8.434
101411.29,3116.412239,-935.945787,0.081,327.89,146.31,-0.003,0,0,0.214,0.09,0.972,-11.852,2.615,8.646
101411.39,3116.412241,-935.945785,0.081,327.89,146.31,-0.003,0,0,0.214,0.09,0.972,-11.979,2.556,8.857
101411.49,3116.412242,-935.945782,0.081,327.89,146.31,-0.003,0,0,0.214,0.09,0.972,-12.106,2.497,9.068
101411.59,3116.412244,-935.94578,0.081,327.89,146.32,-0.003,0,0,0.214,0.09,0.973,-12.234,2.437,9.279
101411.69,3116.412246,-935.945778,0.081,327.89,146.32,-0.003,0,0,0.214,0.09,0.973,-12.361,2.378,9.49
101411.79,3116.412248,-935.945776,0.081,327.89,146.32,-0.003,0,0,0.214,0.09,0.973,-12.488,2.319,9.702
101411.89,3116.41225,-935.945773,0.082,327.89,146.33,-0.003,0,0,0.214,0.09,0.973,-12.615,2.26,9.913
101411.99,3116.412251,-935.945771,0.082,327.89,146.33,-0.003,0,0,0.214,0.09,0.973,-12.742,2.201,10.124
101412.09,3116.412253,-935.945769,0.082,327.89,146.34,-0.003,0,0,0.214,0.09,0.973,-12.87,2.142,10.335
101412.19,3116.412255,-935.945767,0.082,327.89,146.34,-0.003,0,0,0.214,0.09,0.973,-12.997,2.083,10.546
101412.29,3116.412257,-935.945764,0.082,327.89,146.34,-0.003,0,0,0.215,0.09,0.973,-13.124,2.024,10.758
101412.39,3116.412258,-935.945762,0.082,327.89,146.35,-0.003,0,0,0.215,0.09,0.973,-13.251,1.964,10.969
101412.49,3116.41226,-935.94576,0.082,327.89,146.35,-0.003,0,0,0.215,0.09,0.973,-13.378,1.905,11.18
101412.59,3116.412262,-935.945758,0.082,327.89,146.36,-0.003,0,0,0.215,0.09,0.973,-13.505,1.846,11.391
101412.69,3116.412264,-935.945755,0.083,327.89,146.36,-0.003,0,0,0.215,0.09,0.973,-13.633,1.787,11.603
101412.79,3116.412265,-935.945753,0.083,327.89,146.36,-0.003,0,0,0.215,0.09,0.973,-13.76,1.728,11.814
101412.89,3116.412267,-935.945751,0.083,327.89,146.37,-0.003,0,0,0.215,0.09,0.974,-13.887,1.669,12.025
101412.99,3116.412269,-935.945748,0.083,327.89,146.37,-0.003,0,0,0.215,0.09,0.974,-14.014,1.61,12.236
101413.09,3116.412271,-935.945746,0.083,327.89,146.37,-0.003,0,0,0.215,0.09,0.974,-14.141,1.551,12.447
101413.19,3116.412273,-935.945744,0.083,327.89,146.38,-0.003,0,0,0.215,0.09,0.974,-14.269,1.491,12.659
101413.29,3116.412274,-935.945742,0.083,327.89,146.38,-0.003,0,0,0.215,0.09,0.974,-14.396,1.432,12.87
101413.39,3116.412276,-935.945739,0.083,327.89,146.39,-0.003,0,0,0.215,0.09,0.974,-14.523,1.373,13.081
101413.49,3116.412278,-935.945737,0.084,327.89,146.39,-0.003,0,0,0.215,0.09,0.974,-14.65,1.314,13.292
101413.59,3116.41228,-935.945735,0.084,327.89,146.39,-0.003,0,0,0.215,0.09,0.974,-14.777,1.255,13.503
101413.69,3116.412281,-935.945733,0.084,327.89,146.4,-0.003,0,0,0.215,0.09,0.974,-14.904,1.196,13.715
101413.79,3116.412283,-935.94573,0.084,327.89,146.4,-0.003,0,0,0.215,0.09,0.974,-15.032,1.137,13.926
101413.89,3116.412285,-935.945728,0.084,327.89,146.4,-0.003,0,0,0.215,0.09,0.974,-15.159,1.078,14.137
101413.99,3116.412287,-935.945726,0.084,327.89,146.41,-0.003,0,0,0.215,0.09,0.974,-15.286,1.018,14.348
101414.09,3116.412288,-935.945723,0.084,327.89,146.41,-0.003,0,0,0.215,0.09,0.975,-15.413,0.959,14.559
101414.19,3116.41229,-935.945721,0.085,327.89,146.42,-0.003,0,0,0.215,0.09,0.975,-15.54,0.9,14.771
101414.29,3116.412292,-935.945719,0.085,327.89,146.42,-0.003,0,0,0.215,0.09,0.975,-15.668,0.841,14.982
101414.39,3116.412294,-935.945717,0.085,327.89,146.42,-0.003,0,0,0.215,0.09,0.975,-15.795,0.782,15.193
101414.49,3116.412295,-935.945714,0.085,327.89,146.43,-0.003,0,0,0.215,0.09,0.975,-15.922,0.723,15.404
101414.59,3116.412297,-935.945712,0.085,327.89,146.43,-0.003,0,0,0.215,0.09,0.975,-16.049,0.664,15.616
101414.69,3116.412299,-935.94571,0.085,327.89,146.43,-0.003,0,0,0.215,0.09,0.976,-10.805,1.275,8.305
101414.79,3116.412301,-935.945708,0.085,327.89,146.44,-0.003,0,0,0.216,0.088,0.977,-1.69,0.7,-0.24
101414.89,3116.412303,-935.945705,0.085,327.89,146.44,-0.003,0,0,0.216,0.091,0.974,-1.605,0.645,-0.285
101414.99,3116.412304,-935.945703,0.086,327.89,146.45,-0.003,0,0,0.217,0.092,0.973,-1.758,0.699,-0.26
101415.09,3116.412306,-935.945701,0.086,327.89,146.45,-0.003,0,0,0.216,0.09,0.973,-1.83,0.725,-0.26
101415.19,3116.412308,-935.945699,0.086,327.89,146.45,-0.003,0,0,0.216,0.089,0.973,-1.74,0.66,-0.26
101415.29,3116.41231,-935.945696,0.086,327.89,146.46,-0.003,0,0,0.216,0.09,0.973,-1.635,0.63,-0.295
101415.39,3116.412311,-935.945694,0.086,327.89,146.46,-0.003,0,0,0.217,0.091,0.971,-1.67,0.64,-0.27
101415.49,3116.412313,-935.945692,0.086,327.89,146.47,-0.003,0,0,0.216,0.09,0.971,-1.8,0.72,-0.255
101415.59,3116.412315,-935.945689,0.086,327.89,146.47,-0.003,0,0,0.216,0.089,0.973,-1.72,0.69,-0.26
101415.69,3116.412317,-935.945687,0.086,327.89,146.47,-0.003,0,0,0.216,0.089,0.972,-1.568,0.655,-0.27
101415.79,3116.412318,-935.945685,0.087,327.89,146.48,-0.003,0,0,0.217,0.091,0.971,-1.56,0.63,-0.27
101415.89,3116.41232,-935.945683,0.087,327.89,146.48,-0.003,0,0,0.217,0.092,0.97,-1.685,0.69,-0.255
101415.99,3116.412322,-935.94568,0.087,327.89,146.48,-0.003,0,0,0.217,0.092,0.971,-1.783,0.71,-0.273
101416.09,3116.412324,-935.945678,0.087,327.89,146.49,-0.003,0,0,0.216,0.091,0.971,-1.785,0.7,-0.255
101416.19,3116.412325,-935.945676,0.087,327.89,146.49,-0.003,0,-0.001,0.217,0.091,0.971,-1.81,0.705,-0.24
101416.29,3116.412327,-935.945674,0.087,327.89,146.5,-0.003,0,-0.001,0.217,0.091,0.971,-1.875,0.722,-0.23
101416.39,3116.412329,-935.945671,0.087,327.89,146.5,-0.003,0,-0.001,0.217,0.089,0.971,-1.87,0.73,-0.24
101416.49,3116.412331,-935.945669,0.087,327.89,146.5,-0.003,0,-0.001,0.216,0.089,0.971,-1.755,0.705,-0.25
101416.59,3116.412333,-935.945667,0.088,327.89,146.51,-0.003,0,-0.001,0.217,0.091,0.97,-1.72,0.69,-0.25
101416.69,3116.412334,-935.945664,0.088,327.89,146.51,-0.003,0,-0.001,0.217,0.091,0.97,-1.825,0.715,-0.25
101416.79,3116.412336,-935.945662,0.088,327.89,146.51,-0.003,0,-0.001,0.216,0.088,0.972,-1.82,0.71,-0.26
101416.89,3116.412338,-935.94566,0.088,327.89,146.52,-0.003,0,-0.001,0.215,0.088,0.972,-1.645,0.642,-0.292
101416.99,3116.41234,-935.945658,0.088,327.89,146.52,-0.003,0,-0.001,0.218,0.093,0.969,-1.658,0.649,-0.28
101417.09,3116.412341,-935.945655,0.088,327.89,146.53,-0.003,0,-0.001,0.217,0.092,0.97,-1.848,0.74,-0.252
101417.19,3116.412343,-935.945653,0.088,327.89,146.53,-0.003,0,-0.001,0.216,0.088,0.972,-1.86,0.73,-0.25
101417.29,3116.412345,-935.945651,0.089,327.89,146.53,-0.003,0,-0.001,0.216,0.088,0.972,-1.742,0.68,-0.272
101417.39,3116.412347,-935.945649,0.089,327.89,146.54,-0.003,0,-0.001,0.216,0.089,0.971,-1.6,0.63,-0.29
101417.49,3116.412348,-935.945646,0.089,327.89,146.54,-0.003,0,-0.001,0.216,0.092,0.97,-1.75,0.725,-0.265
101417.59,3116.41235,-935.945644,0.089,327.89,146.55,-0.003,0,-0.001,0.216,0.09,0.97,-1.83,0.74,-0.23
101417.69,3116.412352,-935.945642,0.089,327.89,146.55,-0.003,0,-0.001,0.216,0.089,0.971,-1.782,0.725,-0.265
101417.79,3116.412354,-935.94564,0.089,327.89,146.55,-0.003,0,-0.001,0.216,0.089,0.971,-1.71,0.68,-0.27
101417.89,3116.412355,-935.945637,0.089,327.89,146.56,-0.003,0,-0.001,0.217,0.09,0.97,-1.625,0.65,-0.28
101417.99,3116.412357,-935.945635,0.089,327.89,146.56,-0.003,0,-0.001,0.216,0.092,0.97,-1.725,0.68,-0.275
101418.09,3116.412359,-935.945633,0.09,327.89,146.56,-0.003,0,-0.001,0.216,0.09,0.97,-1.8,0.715,-0.265
101418.19,3116.412361,-935.94563,0.09,327.89,146.57,-0.003,0,-0.001,0.216,0.089,0.971,-1.72,0.69,-0.29
101418.29,3116.412363,-935.945628,0.09,327.89,146.57,-0.003,0,-0.001,0.216,0.09,0.97,-1.68,0.67,-0.305
101418.39,3116.412364,-935.945626,0.09,327.89,146.58,-0.003,0,-0.001,0.217,0.091,0.97,-1.76,0.7,-0.28
101418.49,3116.412366,-935.945624,0.09,327.89,146.58,-0.003,0,-0.001,0.217,0.09,0.97,-1.785,0.72,-0.265
101418.59,3116.412368,-935.945621,0.09,327.89,146.58,-0.003,0,-0.001,0.216,0.089,0.971,-1.75,0.71,-0.27
101418.69,3116.41237,-935.945619,0.09,327.89,146.59,-0.003,0,-0.001,0.216,0.089,0.971,-1.655,0.65,-0.288
101418.79,3116.412371,-935.945617,0.09,327.89,146.59,-0.003,0,-0.001,0.217,0.091,0.97,-1.59,0.63,-0.32
101418.89,3116.412373,-935.945615,0.091,327.89,146.59,-0.003,0,-0.001,0.217,0.092,0.97,-1.7,0.68,-0.302
101418.99,3116.412375,-935.945612,0.091,327.89,146.6,-0.003,0,-0.001,0.217,0.091,0.97,-1.839,0.759,-0.28
101419.09,3116.412377,-935.94561,0.091,327.89,146.6,-0.003,0,-0.001,0.216,0.088,0.972,-1.735,0.702,-0.285
101419.19,3116.412378,-935.945608,0.091,327.89,146.61,-0.003,0,-0.001,0.216,0.09,0.971,-1.64,0.65,-0.3
101419.29,3116.41238,-935.945605,0.091,327.89,146.61,-0.003,0,-0.001,0.216,0.091,0.97,-1.685,0.66,-0.28
101419.39,3116.412382,-935.945603,0.091,327.89,146.61,-0.003,0,-0.001,0.217,0.092,0.97,-1.78,0.71,-0.26
101419.49,3116.412384,-935.945601,0.091,327.89,146.62,-0.004,0,-0.001,0.216,0.09,0.971,-1.765,0.71,-0.265
101419.59,3116.412385,-935.945599,0.092,327.89,146.62,-0.004,0,-0.001,0.216,0.091,0.971,-1.72,0.707,-0.273
101419.69,3116.412387,-935.945596,0.092,327.89,146.62,-0.004,0,-0.001,0.216,0.09,0.971,-1.745,0.695,-0.275
101419.79,3116.412389,-935.945594,0.092,327.89,146.63,-0.004,0,-0.001,0.216,0.09,0.971,-1.718,0.67,-0.28
101419.89,3116.412391,-935.945592,0.092,327.89,146.63,-0.004,0,-0.001,0.216,0.091,0.971,-1.713,0.67,-0.28
101419.99,3116.412393,-935.94559,0.092,327.89,146.64,-0.004,0,-0.001,0.216,0.091,0.97,-1.73,0.685,-0.27
101420.09,3116.412394,-935.945587,0.092,327.89,146.64,-0.004,0,-0.001,0.217,0.091,0.971,-1.8,0.715,-0.27
101420.19,3116.412396,-935.945585,0.092,327.89,146.64,-0.004,0,-0.001,0.216,0.09,0.971,-1.775,0.685,-0.28
101420.29,3116.412398,-935.945583,0.092,327.89,146.65,-0.004,0,-0.001,0.216,0.09,0.971,-1.66,0.648,-0.29
101420.39,3116.4124,-935.945581,0.093,327.89,146.65,-0.004,0,-0.001,0.217,0.092,0.97,-1.72,0.69,-0.28
101420.49,3116.412401,-935.945578,0.093,327.89,146.66,-0.004,0,-0.001,0.217,0.091,0.97,-1.858,0.745,-0.255
101420.59,3116.412403,-935.945576,0.093,327.89,146.66,-0.004,0,-0.001,0.216,0.089,0.971,-1.865,0.745,-0.255
101420.69,3116.412405,-935.945574,0.093,327.89,146.66,-0.004,0,-0.001,0.215,0.088,0.972,-1.755,0.695,-0.285
101420.79,3116.412407,-935.945571,0.093,327.89,146.67,-0.004,0,-0.001,0.215,0.089,0.971,-1.64,0.635,-0.305
101420.89,3116.412408,-935.945569,0.093,327.89,146.67,-0.004,0,-0.001,0.217,0.091,0.97,-1.612,0.618,-0.31
101420.99,3116.41241,-935.945567,0.093,327.89,146.67,-0.004,0,-0.001,0.217,0.093,0.97,-1.758,0.689,-0.28
101421.09,3116.412412,-935.945565,0.093,327.89,146.68,-0.004,0,-0.001,0.217,0.09,0.971,-1.892,0.76,-0.26
101421.19,3116.412414,-935.945562,0.094,327.89,146.68,-0.004,0,-0.001,0.216,0.089,0.972,-1.855,0.745,-0.265
101421.29,3116.412415,-935.94556,0.094,327.89,146.69,-0.004,0,-0.001,0.216,0.088,0.972,-1.72,0.677,-0.278
101421.39,3116.412417,-935.945558,0.094,327.89,146.69,-0.004,0,-0.001,0.216,0.09,0.97,-1.64,0.66,-0.295
101421.49,3116.412419,-935.945556,0.094,327.89,146.69,-0.004,0,-0.001,0.216,0.091,0.971,-1.725,0.7,-0.275
101421.59,3116.412421,-935.945553,0.094,327.89,146.7,-0.004,0,-0.001,0.216,0.09,0.971,-1.75,0.71,-0.26
101421.69,3116.412423,-935.945551,0.094,327.89,146.7,-0.004,0,-0.001,0.216,0.09,0.971,-1.722,0.705,-0.265
101421.79,3116.412424,-935.945549,0.094,327.89,146.7,-0.004,0,-0.001,0.216,0.09,0.971,-1.735,0.7,-0.29
101421.89,3116.412426,-935.945546,0.094,327.89,146.71,-0.004,0,-0.001,0.216,0.09,0.971,-1.725,0.715,-0.285
101421.99,3116.412428,-935.945544,0.095,327.89,146.71,-0.004,0,-0.001,0.216,0.09,0.971,-1.71,0.715,-0.265
101422.09,3116.41243,-935.945542,0.095,327.89,146.72,-0.004,0,-0.001,0.216,0.09,0.971,-1.718,0.702,-0.275
101422.19,3116.412431,-935.94554,0.095,327.89,146.72,-0.004,0,-0.001,0.216,0.089,0.972,-1.67,0.7,-0.3
101422.29,3116.412433,-935.945537,0.095,327.89,146.72,-0.004,0,-0.001,0.215,0.09,0.972,-1.632,0.665,-0.325
101422.39,3116.412435,-935.945535,0.095,327.89,146.73,-0.004,0,-0.001,0.216,0.091,0.97,-1.675,0.65,-0.285
101422.49,3116.412437,-935.945533,0.095,327.89,146.73,-0.004,0,-0.001,0.216,0.092,0.97,-1.822,0.718,-0.26
101422.59,3116.412438,-935.945531,0.095,327.89,146.73,-0.004,0,-0.001,0.216,0.089,0.971,-1.925,0.755,-0.23
101422.69,3116.41244,-935.945528,0.096,327.89,146.74,-0.004,0,-0.001,0.216,0.088,0.972,-1.808,0.712,-0.268
101422.79,3116.412442,-935.945526,0.096,327.89,146.74,-0.004,0,-0.001,0.216,0.089,0.971,-1.66,0.67,-0.29
101422.89,3116.412444,-935.945524,0.096,327.89,146.75,-0.004,0,-0.001,0.216,0.09,0.971,-1.685,0.66,-0.298
101422.99,3116.412445,-935.945522,0.096,327.89,146.75,-0.004,0,-0.001,0.216,0.091,0.97,-1.76,0.705,-0.28
101423.09,3116.412447,-935.945519,0.096,327.89,146.75,-0.004,0,-0.001,0.216,0.09,0.972,-1.805,0.72,-0.278
101423.19,3116.412449,-935.945517,0.096,327.89,146.76,-0.004,0,-0.001,0.216,0.089,0.972,-1.69,0.65,-0.29
101423.29,3116.412451,-935.945515,0.096,327.89,146.76,-0.004,0,-0.001,0.217,0.09,0.971,-1.595,0.602,-0.308
101423.39,3116.412453,-935.945512,0.096,327.89,146.77,-0.004,0,-0.001,0.217,0.092,0.97,-1.65,0.67,-0.29
101423.49,3116.412454,-935.94551,0.097,327.89,146.77,-0.004,0,-0.001,0.217,0.091,0.97,-1.85,0.73,-0.258
101423.59,3116.412456,-935.945508,0.097,327.89,146.77,-0.004,0,-0.001,0.215,0.089,0.972,-1.89,0.745,-0.26
101423.69,3116.412458,-935.945506,0.097,327.89,146.78,-0.004,0,-0.001,0.215,0.087,0.973,-1.75,0.662,-0.293
101423.79,3116.41246,-935.945503,0.097,327.89,146.78,-0.004,0,-0.001,0.216,0.09,0.971,-1.55,0.58,-0.325
101423.89,3116.412461,-935.945501,0.097,327.89,146.78,-0.004,0,-0.001,0.218,0.092,0.969,-1.678,0.63,-0.292
101423.99,3116.412463,-935.945499,0.097,327.89,146.79,-0.004,0,-0.001,0.218,0.092,0.969,-1.927,0.778,-0.25
101424.09,3116.412465,-935.945497,0.097,327.89,146.79,-0.004,0,-0.001,0.216,0.088,0.973,-2,0.792,-0.235
101424.19,3116.412467,-935.945494,0.097,327.89,146.8,-0.004,0,-0.001,0.215,0.086,0.974,-1.755,0.685,-0.29
101424.29,3116.412468,-935.945492,0.098,327.89,146.8,-0.004,0,-0.001,0.215,0.087,0.973,-1.42,0.562,-0.352
101424.39,3116.41247,-935.94549,0.098,327.89,146.8,-0.004,0,-0.001,0.218,0.094,0.969,-1.46,0.58,-0.345
101424.49,3116.412472,-935.945487,0.098,327.89,146.81,-0.004,0,-0.001,0.217,0.094,0.969,-1.765,0.715,-0.285
101424.59,3116.412474,-935.945485,0.098,327.89,146.81,-0.004,0,-0.001,0.217,0.091,0.97,-2.05,0.81,-0.22
101424.69,3116.412475,-935.945483,0.098,327.89,146.81,-0.004,0,-0.001,0.215,0.087,0.973,-1.815,0.702,-0.27
101424.79,3116.412477,-935.945481,0.098,327.89,146.82,-0.004,0,-0.001,0.215,0.087,0.973,-1.515,0.59,-0.325
101424.89,3116.412479,-935.945478,0.098,327.89,146.82,-0.004,0,-0.001,0.217,0.09,0.97,-1.402,0.56,-0.342
101424.99,3116.412481,-935.945476,0.099,327.89,146.83,-0.004,0,-0.001,0.218,0.093,0.97,-1.698,0.695,-0.29
101425.09,3116.412483,-935.945474,0.099,327.89,146.83,-0.004,0,-0.001,0.217,0.091,0.971,-1.966,0.808,-0.24
101425.19,3116.412484,-935.945472,0.099,327.89,146.83,-0.004,0,-0.001,0.215,0.088,0.973,-1.98,0.77,-0.25
101425.29,3116.412486,-935.945469,0.099,327.89,146.84,-0.004,0,-0.001,0.216,0.091,0.971,-1.535,0.61,-0.325
101425.39,3116.412488,-935.945467,0.099,327.89,146.84,-0.004,0,-0.001,0.217,0.092,0.97,-1.705,0.685,-0.295
101425.49,3116.41249,-935.945465,0.099,327.89,146.85,-0.004,0,-0.001,0.217,0.091,0.97,-1.85,0.76,-0.255
101425.59,3116.412491,-935.945463,0.099,327.89,146.85,-0.004,0,-0.001,0.216,0.089,0.972,-1.87,0.785,-0.235
101425.69,3116.412493,-935.94546,0.099,327.89,146.85,-0.004,0,-0.001,0.215,0.088,0.973,-1.798,0.752,-0.258
