timestamp,gps_speed,acc_n_g,gps_t_acc,course,radius,latitude,longitude,InlineAcc,LateralAcc,VerticalAcc,RollRate,PitchRate,YawRate,Internal Battery
0,4.5036,0,0,-3.1387,10000,51.41732533,21.14855027,0.21,-0.11,-1.75,-5.3,-0.9,-3.3,4
0.05,4.5036,0,0,-3.1387,10000,51.41732533,21.14855027,0.21,-0.11,-1.76,0.2,-0.9,-2,4
0.1,4.5036,0,0,-3.1387,10000,51.41732533,21.14855027,0.21,-0.09,-1.79,2.1,-1.2,-0.9,4
0.15,4.8391,-0.0988,0.2412,-4.9165,1.7329,51.41732591,21.14854984,0.23,-0.05,-1.74,-0.4,-1.3,-1,4
0.2,5.8569,-0.1039,0.5839,-7.7547,2.0801,51.41732765,21.14854883,0.17,-0.08,-1.75,-4.6,-1.4,-2,4
0.25,6.6021,-0.13,0.3819,-9.6389,2.4382,51.41732908,21.14854797,0.18,-0.09,-1.76,-4.2,-1,-3.3,4
0.3,7.4381,0.0114,0.4803,-9.5492,30.2758,51.41733079,21.14854731,0.24,-0.04,-1.78,2.3,0.1,-4.2,4
0.35,8.347,0.1365,0.5358,-8.4509,3.9633,51.41733269,21.14854679,0.3,-0.01,-1.83,9.6,0.2,-4.9,4
0.4,9.2923,0.2509,0.5222,-4.8948,2.4251,51.41733474,21.14854677,0.32,0,-1.83,13.2,-0.7,-5.6,4
0.45,10.0308,0.0316,0.4066,-4.2521,23.0594,51.41733663,21.14854646,0.25,-0.06,-1.75,17.8,-0.7,-5.3,4
0.5,10.6909,-0.0357,0.3703,-4.587,23.727,51.41733848,21.14854594,0.19,-0.08,-1.72,24.4,-0.7,-3.1,4
0.55,11.2352,0.0166,0.3092,-4.4598,58.691,51.41734035,21.14854557,0.11,-0.11,-1.76,28.3,0.4,0.6,4
0.6,11.7021,0.0335,0.2521,-4.156,31.1282,51.41734222,21.14854519,0.24,-0.11,-1.78,24.8,0.2,4.7,4
0.65,12.1037,0.0538,0.229,-3.729,20.8564,51.41734395,21.14854496,0.18,-0.13,-1.69,13.9,0.3,8.1,4
0.7,12.7925,0.1951,0.4185,-1.8426,6.2647,51.41734601,21.14854511,0.1,-0.1,-1.77,2.7,1.8,10.8,4
0.75,13.2819,0.0161,0.2708,-1.1479,82.5062,51.41734802,21.14854508,0.1,-0.07,-1.74,-9.1,2.7,11.6,4
0.8,13.8979,-0.0139,0.2649,-1.658,106.5022,51.41735027,21.14854434,0.26,-0.07,-1.63,-17.9,3.1,10.3,4
0.85,14.2762,-0.033,0.2858,-2.6231,47.1799,51.41735244,21.14854366,0.63,-0.07,-1.54,-19.8,3.2,7.3,4
0.9,14.9564,-0.03,0.3255,-2.1265,56.6207,51.41735477,21.14854335,0.91,-0.02,-1.58,-15.9,2.4,3.4,4
0.95,15.4205,-0.0665,0.3515,-2.8829,27.3763,51.41735703,21.1485426,0.91,0.01,-1.62,-8.2,2.1,-1.7,4
1,16.0405,-0.0913,0.383,-3.4084,21.5644,51.41735955,21.14854179,0.84,-0.01,-1.62,3,1.2,-6,4
1.05,16.6851,-0.0949,0.4018,-4.7459,22.4844,51.41736227,21.14854057,0.8,-0.04,-1.45,14.6,-0.3,-7.1,4
1.1,17.4282,-0.0976,0.4249,-5.3045,23.8398,51.41736505,21.14853966,0.41,-0.05,-1.41,20.2,-0.8,-4.9,4
1.15,18.3002,-0.0854,0.4217,-5.3554,29.8549,51.417368,21.14853879,0.14,-0.03,-1.47,17.3,1.7,-1.8,4
1.2,19.2365,-0.0663,0.4306,-5.2078,42.0918,51.41737113,21.14853796,0.43,-0.04,-1.38,11.8,4.2,0.5,4
1.25,20.0456,-0.0553,0.4233,-5.5454,54.8421,51.41737436,21.14853689,0.91,-0.07,-1.21,9.7,-0.1,2,4
1.3,20.6056,-0.0587,0.3873,-6.0307,55.2145,51.41737737,21.14853581,1,-0.19,-1.08,12.2,-7.6,4.9,4
1.35,21.1474,-0.0697,0.3337,-6.458,49.2382,51.41738042,21.14853489,0.54,-0.25,-1.06,8.6,-15,8.1,4
1.4,21.6125,-0.0729,0.3,-6.8864,49.5133,51.41738355,21.14853382,0.68,-0.18,-1.23,7,-13.3,10.2,4
1.45,22.1359,-0.0951,0.2756,-7.4496,39.8285,51.4173868,21.14853269,0.78,-0.1,-1.62,7.1,-2.2,13.2,4
1.5,22.6143,-0.1014,0.2766,-7.7438,38.9878,51.41739003,21.14853164,0.55,-0.07,-1.82,1.8,2.9,15.8,4
1.55,23.0865,-0.0855,0.2949,-7.8548,48.2425,51.41739322,21.1485309,0.25,-0.06,-1.7,-7.4,2.5,15.8,4
1.6,23.6483,-0.0504,0.3183,-8.2158,85.6384,51.41739658,21.14852995,0.24,-0.03,-1.66,-12.4,2.6,14.8,4
1.65,24.0147,-0.0082,0.3602,-8.5142,547.6348,51.41739987,21.14852903,0.23,0.01,-1.62,-14.7,2.3,12.4,4
1.7,24.8518,0.0284,0.4048,-9.0411,168.4223,51.41740365,21.14852784,0.32,0.03,-1.63,-14.2,2.2,8.3,4
1.75,26.0019,0.0441,0.4328,-8.5173,116.9858,51.41740782,21.14852682,0.19,0,-1.69,-12.9,1.5,3.2,4
1.8,26.8293,0.0552,0.4479,-8.1317,99.216,51.41741176,21.14852597,0.23,-0.02,-1.77,-10.6,1.7,-2.5,4
1.85,27.471,0.0632,0.4579,-6.9133,91.5078,51.41741567,21.14852548,0.41,-0.06,-1.76,-5.7,1.9,-7,4
1.9,28.1762,0.0556,0.4545,-6.9907,109.761,51.41741976,21.14852457,0.37,-0.08,-1.61,-0.2,1.4,-9.4,4
1.95,28.8991,0.0413,0.4479,-7.0419,155.6047,51.41742383,21.14852391,0.3,-0.07,-1.48,4,1.5,-9.4,4
2,29.7217,0.025,0.4327,-7.4177,272.0205,51.41742803,21.14852265,0.34,-0.08,-1.49,5.9,0.6,-7.9,4
2.05,30.4501,0.0105,0.4061,-7.5063,680.386,51.41743219,21.1485215,0.45,-0.14,-1.53,6,1.3,-6.1,4
2.1,31.0852,-0.0189,0.3794,-7.3983,396.5662,51.41743643,21.14852071,0.5,-0.08,-1.56,3.9,1.3,-4,4
2.15,31.7595,-0.0432,0.3361,-7.4645,181.4221,51.41744073,21.14851974,0.54,-0.03,-1.52,-1,1.9,-3.7,4
2.2,32.3704,-0.0578,0.3272,-7.5159,140.3,51.41744511,21.14851885,0.71,-0.02,-1.47,-2.5,3.2,-5.5,4
2.25,32.9827,-0.0409,0.3168,-7.6595,205.9119,51.41744949,21.14851788,0.8,-0.1,-1.5,-1.1,3.4,-8.2,4
2.3,33.4913,-0.0122,0.2928,-7.7022,711.5849,51.4174539,21.14851699,0.86,-0.12,-1.44,1,1.3,-10.7,4
2.35,33.947,0.0179,0.2896,-7.6484,503.4264,51.41745825,21.14851586,0.86,-0.11,-1.35,3.4,-0.2,-13.7,4
2.4,34.3206,0.0381,0.2861,-7.5344,240.9584,51.41746268,21.14851487,0.86,-0.09,-1.31,7.9,0,-16.7,4
2.45,34.7449,0.044,0.2952,-7.7437,214.5426,51.4174672,21.14851392,0.8,-0.06,-1.34,13.7,-0.4,-18,4
2.5,35.304,0.0505,0.3045,-7.4742,192.854,51.41747182,21.148513,0.7,-0.07,-1.32,18.4,-1.2,-17.3,4
2.55,35.9941,0.0848,0.3022,-7.1429,118.9306,51.41747658,21.14851224,0.66,-0.11,-1.31,19.5,0.2,-14.9,4
2.6,36.5476,0.1036,0.2946,-6.6346,100.2174,51.41748138,21.14851148,0.71,-0.07,-1.32,17.1,4.2,-11.7,4
2.65,37.3206,0.1146,0.2839,-6.4559,93.8622,51.41748639,21.14851078,0.31,-0.15,-1.48,16.6,5.6,-9.1,4
2.7,37.8396,0.116,0.2871,-6.0428,95.3316,51.41749129,21.14851,0.22,-0.18,-1.47,17.4,2.3,-6.3,4
2.75,38.0111,0.1218,0.2954,-5.8603,92.458,51.41749605,21.14850932,0.49,-0.09,-1.29,15.1,-1.2,-3.2,4
2.8,38.3699,0.1275,0.281,-5.6119,90.3644,51.41750093,21.14850852,0.74,0.06,-1.31,12,-1.3,-0.4,4
2.85,38.9013,0.1256,0.2535,-5.2696,94.1939,51.41750607,21.14850775,0.85,0.12,-1.31,14.8,-1.3,3.1,4
2.9,39.1703,0.1192,0.215,-4.6936,101.0662,51.41751109,21.14850727,0.83,0.13,-1.12,14.8,-2.3,8.8,4
2.95,39.7051,0.1175,0.1784,-4.6567,104.8989,51.41751623,21.14850667,0.91,0,-1.08,3,-3.3,12.4,4
3,40.165,0.1192,0.1558,-4.3802,105.4302,51.41752141,21.14850602,0.98,-0.15,-1.21,-1.8,-0.2,13,4
3.05,40.6048,0.1252,0.1467,-3.8696,102.2132,51.41752677,21.1485054,0.56,-0.11,-1.45,1.8,5,13.4,4
3.1,40.8046,0.1265,0.1395,-3.611,102.3304,51.41753186,21.14850508,0.3,-0.11,-1.6,-1.9,4.7,13.5,4
3.15,40.5806,0.1218,0.1445,-3.2083,106.2912,51.41753678,21.14850482,0.39,-0.06,-1.54,-5,2.5,10.3,4
3.2,40.7388,0.133,0.1444,-3.1099,98.3979,51.41754197,21.14850427,0.35,-0.01,-1.54,-2.1,0.3,5.9,4
3.25,40.9811,0.1364,0.1257,-2.6567,97.0723,51.41754713,21.1485038,0.3,-0.03,-1.57,1.7,1.1,2.7,4
3.3,41.3934,0.1405,0.1529,-2.288,95.6712,51.41755248,21.14850332,0.29,-0.05,-1.47,5.4,1.1,0,4
3.35,41.8494,0.1427,0.1846,-2.0787,95.9033,51.41755791,21.14850297,0.14,-0.04,-1.55,7.6,0.6,-1,4
3.4,42.3611,0.1541,0.1927,-1.7199,90.5879,51.41756351,21.14850267,0.2,-0.04,-1.67,8.2,1.2,0.2,4
3.45,42.642,0.1416,0.2168,-1.3441,100.0437,51.41756896,21.14850243,0.34,-0.14,-1.62,7.2,2.7,3.8,4
3.5,43.0452,0.1256,0.2246,-0.9162,114.9269,51.4175745,21.14850233,0.4,-0.19,-1.46,3.8,3.2,8.7,4
3.55,43.3382,0.1053,0.2205,-0.5507,139.1734,51.41758006,21.14850213,0.34,-0.17,-1.36,-1,0.6,12.1,4
3.6,43.6169,0.0727,0.1998,-0.435,204.6979,51.41758571,21.14850203,0.15,-0.14,-1.32,-5.1,0,12.1,4
3.65,44.0195,0.046,0.1666,-0.5663,329.1562,51.4175913,21.14850161,0.2,-0.1,-1.42,-3.8,-0.1,9.9,4
3.7,44.3053,0.0057,0.165,-0.2423,2679.0247,51.41759702,21.14850137,0.26,-0.09,-1.51,0.4,-2,9.8,4
3.75,44.3911,-0.0106,0.1828,-0.2399,1463.311,51.41760255,21.14850138,0.23,-0.1,-1.61,1.2,-2.4,13.7,4
3.8,44.9895,-0.0036,0.1977,-0.4646,4411.8901,51.41760846,21.14850124,0.29,-0.05,-1.67,-4.1,-2.2,15,4
3.85,45.2649,0.0027,0.2128,-0.747,5989.5884,51.41761418,21.1485009,0.36,0.08,-1.64,-10.7,-4,9.7,4
3.9,45.7411,0.0259,0.2241,-0.6453,631.1826,51.4176201,21.14850048,0.5,0.12,-1.54,-7,-4.4,-0.7,4
3.95,46.1429,0.0532,0.2229,-0.3442,312.5916,51.41762605,21.14850037,0.62,0.06,-1.52,5.4,-3.8,-7.8,4
4,46.5894,0.0671,0.2422,-0.1466,252.2419,51.41763199,21.14850033,0.61,-0.03,-1.6,13.7,-2.4,-6.8,4
4.05,46.9344,0.0712,0.2509,0.0649,241.6181,51.41763801,21.14850035,0.55,-0.08,-1.61,13.2,0.4,-0.8,4
4.1,47.4056,0.0476,0.2305,0.3685,368.3434,51.41764413,21.14850043,0.6,-0.09,-1.49,7.9,3.2,5.1,4
4.15,47.7804,0.0429,0.2273,0.6369,416.1782,51.41765022,21.14850054,0.65,-0.11,-1.45,-0.1,4.8,8.1,4
4.2,48.1151,0.0735,0.2294,0.5969,246.8017,51.41765644,21.14850067,0.69,-0.07,-1.4,-8.5,6.3,6.3,4
4.25,48.5634,0.0949,0.2261,0.3517,194.3747,51.41766266,21.1485005,0.85,-0.06,-1.32,-8.9,3.7,-0.3,4
4.3,49.0809,0.0864,0.253,0.4766,217.4328,51.41766902,21.14850065,0.89,-0.07,-1.29,-2.5,0.9,-5.9,4
4.35,49.562,0.0802,0.2639,0.5166,238.9049,51.41767543,21.1485007,0.97,-0.09,-1.25,5.4,0.3,-8,4
4.4,49.7893,0.0987,0.2594,0.9153,196.7617,51.41768177,21.148501,1.01,-0.12,-1.31,9.1,0.1,-7.3,4
4.45,50.1112,0.1243,0.2507,1.2836,158.7204,51.41768809,21.14850138,0.97,-0.18,-1.35,8.1,-2.2,-4.3,4
4.5,50.8483,0.1281,0.2284,1.9984,157.629,51.41769481,21.14850206,0.82,-0.15,-1.3,7,-2.1,-0.9,4
4.55,51.5079,0.1266,0.2079,2.4038,162.8681,51.41770143,21.14850271,0.8,-0.11,-1.31,8.8,1.8,1.3,4
4.6,51.6767,0.1143,0.1915,2.1947,182.2539,51.41770795,21.14850296,0.79,-0.11,-1.31,7.8,4.6,4.1,4
4.65,51.812,0.094,0.1721,2.0036,223.7755,51.41771449,21.14850323,0.68,-0.14,-1.3,4.9,4.5,6.6,4
4.7,52.0588,0.0788,0.1555,2.1366,269.6309,51.41772099,21.14850368,0.68,-0.16,-1.26,2.5,3.7,8.4,4
4.75,52.1984,0.0469,0.1483,2.5713,456.4547,51.41772762,21.14850431,0.73,-0.15,-1.29,1.9,2.9,9.4,4
4.8,52.4461,0.0403,0.1454,2.6523,537.3882,51.41773424,21.14850491,0.76,-0.07,-1.27,-0.7,0.3,10.3,4
4.85,52.845,0.0457,0.1647,2.617,479.4766,51.41774092,21.14850543,0.79,-0.07,-1.24,-3.8,-1,10.3,4
4.9,53.2456,0.071,0.186,2.7016,312.67,51.41774774,21.14850604,0.73,-0.1,-1.3,-4.6,-0.1,9.7,4
4.95,53.6643,0.0781,0.2056,2.9709,288.0707,51.41775457,21.14850661,0.77,-0.05,-1.27,-5.1,-0.8,8.8,4
5,53.9544,0.0809,0.2198,3.2579,281.6368,51.41776133,21.14850734,0.66,-0.09,-1.26,-6.5,0.2,6.4,4
5.05,54.2874,0.07,0.2137,3.4816,329.6055,51.41776822,21.14850814,0.9,-0.07,-1.24,-3,0.6,4,4
5.1,54.6914,0.0331,0.1687,3.3696,707.9146,51.41777525,21.14850889,1.04,-0.08,-1.24,-5,-3.8,3.4,4
5.15,55.0719,0.0199,0.1577,3.3152,1189.9741,51.41778223,21.14850947,0.68,-0.09,-1.3,-5.5,-7,0.5,4
5.2,55.4182,0.0299,0.1338,3.5355,800.8436,51.41778921,21.14851028,0.22,-0.07,-1.37,3.3,-3.8,-2.5,4
5.25,55.4978,0.0399,0.1017,3.3278,604.5343,51.41779613,21.14851081,0.14,-0.08,-1.55,8.6,-0.3,-0.6,4
5.3,55.17,0.0332,0.0851,3.3048,724.82,51.41780283,21.14851144,0.09,-0.06,-1.58,1.5,2.4,3.2,4
5.35,55.3219,0.0265,0.0727,3.4956,912.0636,51.41780973,21.14851229,0.24,-0.08,-1.56,-0.2,5.2,4.7,4
5.4,55.7558,0.0258,0.0726,3.7852,947.3586,51.41781683,21.14851313,0.08,-0.01,-1.55,-1.5,2.4,5,4
5.45,56.1926,0.0267,0.0812,3.7975,925.4841,51.41782404,21.14851382,0.2,0,-1.56,-4.8,0.2,2.8,4
5.5,56.2283,0.0104,0.0862,3.7979,2381.6592,51.41783096,21.14851452,0.32,-0.06,-1.42,-6.7,-1.4,-0.2,4
5.55,56.2088,-0.0105,0.0968,3.7783,2372.0242,51.41783787,21.14851521,0.15,-0.12,-1.35,-7,-0.9,-2.5,4
5.6,56.2563,-0.0312,0.1097,3.7069,797.228,51.41784492,21.14851593,0.2,-0.05,-1.5,-5.8,-1,-4.8,4
5.65,56.6869,-0.0425,0.1277,3.6452,592.3174,51.41785203,21.14851657,0.29,0.01,-1.58,-5.2,-2.9,-10.5,4
5.7,56.875,-0.0248,0.1428,3.5127,1023.8541,51.41785911,21.14851716,0.4,-0.04,-1.48,-0.6,-2,-18.8,4
5.75,57.1799,-0.0176,0.1397,3.2975,1454.861,51.4178663,21.14851777,0.41,-0.01,-1.42,7.7,-2.6,-26.7,4
5.8,57.4238,0.0116,0.1254,3.3386,2225.458,51.41787352,21.14851845,0.31,0.04,-1.38,16,-2.7,-32.1,4
5.85,57.5485,0.0444,0.1436,3.4837,585.4775,51.41788069,21.14851917,0.26,0.01,-1.54,23.6,-3.6,-32.8,4
5.9,57.8025,0.0811,0.1672,3.7425,323.2946,51.41788798,21.14852009,0.34,-0.05,-1.69,26.7,-6.2,-29.5,4
5.95,58.1758,0.1007,0.1637,4.0583,263.5484,51.41789534,21.14852106,0.46,-0.03,-1.72,25.7,-4.6,-24.9,4
6,58.5554,0.1195,0.1271,4.2818,224.6248,51.41790275,21.1485221,0.68,0.02,-1.74,22.7,-3.1,-21,4
6.05,58.8268,0.1509,0.123,4.412,179.3503,51.41791002,21.14852304,0.49,0.12,-1.72,20.8,-1.9,-20.3,4
6.1,58.8172,0.1901,0.1054,4.8158,142.8606,51.41791727,21.14852415,0.49,0.07,-1.69,24.2,-1,-19.6,4
6.15,58.9268,0.2461,0.1106,4.9903,110.913,51.41792454,21.14852524,0.53,-0.06,-1.68,26.8,3.1,-14.3,4
6.2,59.1185,0.2946,0.0966,5.2168,93.269,51.41793193,21.14852648,0.48,-0.11,-1.71,23.4,7.7,-5.5,4
6.25,59.3152,0.3166,0.0766,5.9352,87.3189,51.41793929,21.14852815,0.44,-0.11,-1.71,13.8,10.8,1.3,4
6.3,59.399,0.3466,0.0676,6.6403,80.0434,51.4179467,21.14852992,0.39,-0.1,-1.71,5.8,8.3,3.2,4
6.35,59.5285,0.3645,0.0558,7.3412,76.4292,51.417954,21.14853176,0.47,-0.13,-1.75,2,2.8,1.1,4
6.4,59.89,0.3766,0.047,8.2177,74.5364,51.41796145,21.14853396,0.19,-0.1,-1.61,3.8,-1.9,-4.2,4
6.45,59.7699,0.3675,0.0426,8.9389,76.3383,51.41796871,21.14853619,0.33,-0.1,-1.56,9.3,-4.4,-9.4,4
6.5,59.5385,0.3399,0.0274,9.4403,82.2935,51.41797588,21.14853828,0.35,-0.06,-1.23,13.7,-7.2,-12.6,4
6.55,59.6911,0.3019,-0.0149,9.6602,92.9526,51.4179832,21.14854036,0.24,-0.05,-1,16.6,-2.5,-15.4,4
6.6,59.6131,0.2834,-0.0719,9.8854,98.8293,51.41799034,21.1485424,0.13,-0.03,-1.07,20.7,1,-15.7,4
6.65,59.4284,0.2818,-0.1112,10.3792,98.8825,51.41799754,21.14854483,0.24,-0.08,-1.25,22.4,3.5,-13.4,4
6.7,59.389,0.2951,-0.1432,11.1343,94.034,51.41800463,21.14854739,0.38,-0.05,-1.29,20.4,4.4,-10.2,4
6.75,58.8843,0.3343,-0.1546,11.6907,81.9328,51.41801158,21.14854985,0.39,-0.03,-1.27,19.5,4.8,-9.3,4
6.8,58.5575,0.3642,-0.1746,12.2515,74.4433,51.4180185,21.14855245,0.07,0,-1.15,19,5.1,-9.5,4
6.85,58.2401,0.3933,-0.1922,12.9194,68.1858,51.41802549,21.1485552,-0.04,-0.03,-1.1,19.4,3.7,-9.2,4
6.9,57.7323,0.4144,-0.1945,13.8497,63.7751,51.41803216,21.14855821,0.09,-0.06,-1.23,20.2,3.5,-8.3,4
6.95,57.4378,0.4365,-0.21,14.7314,59.8728,51.41803887,21.14856144,0.15,-0.08,-1.25,19.6,5.4,-7.2,4
7,57.2779,0.4446,-0.2195,15.5407,58.2383,51.4180456,21.1485647,0,-0.06,-1.17,18.6,6.5,-6.7,4
7.05,56.9117,0.4367,-0.2179,16.0481,58.5131,51.41805216,21.14856792,0.07,-0.03,-1.18,19.1,8.2,-7.1,4
7.1,56.3998,0.4412,-0.2373,16.5018,56.994,51.41805868,21.14857132,0.06,0.01,-1.16,22.5,9.7,-7.2,4
7.15,55.8885,0.4634,-0.2374,17.4238,53.374,51.41806509,21.14857479,0.04,0.02,-1.23,23.6,8.4,-6.3,4
7.2,55.3366,0.4894,-0.2267,18.3871,49.6621,51.41807134,21.14857857,0.01,-0.03,-1.24,22.6,7.8,-5.6,4
7.25,55.175,0.4934,-0.2362,19.5374,48.7592,51.41807759,21.14858256,0.08,-0.01,-1.37,22.4,9.1,-4.4,4
7.3,54.7323,0.5204,-0.2297,20.5054,45.5079,51.41808374,21.14858663,-0.03,-0.02,-1.24,22.2,7.4,-3.7,4
7.35,54.2682,0.5422,-0.2175,21.646,42.9889,51.41808969,21.14859101,0,-0.01,-1.24,22.8,9.5,-3.3,4
7.4,53.6953,0.5629,-0.2108,22.4578,40.6771,51.41809554,21.14859528,-0.06,-0.03,-1.3,24,11.2,-2.9,4
7.45,53.5067,0.5614,-0.184,23.4178,40.3656,51.41810144,21.14859975,-0.08,-0.03,-1.36,24,16.2,-1,4
7.5,53.4432,0.5672,-0.163,24.4969,39.6578,51.41810725,21.14860462,-0.16,-0.05,-1.38,25.1,18.5,1.3,4
7.55,53.0597,0.5657,-0.1736,25.5822,39.2647,51.41811293,21.14860954,-0.05,-0.03,-1.43,22.6,17.3,3.6,4
7.6,52.618,0.5662,-0.199,26.696,38.6653,51.41811845,21.1486145,-0.05,-0.06,-1.5,19.7,15.8,4.2,4
7.65,52.1349,0.5897,-0.1955,27.8585,36.5352,51.41812383,21.14861972,-0.1,-0.05,-1.43,21.1,13.8,4.2,4
7.7,51.9301,0.6087,-0.1917,29.0238,35.0158,51.41812918,21.14862513,-0.14,-0.05,-1.38,22.8,13.3,4.1,4
7.75,51.606,0.6179,-0.1715,30.0384,34.0563,51.41813455,21.14863055,-0.24,-0.06,-1.3,22.2,12.7,5.1,4
7.8,51.237,0.6246,-0.1781,31.5533,33.2486,51.41813954,21.14863633,-0.34,-0.07,-1.25,21.4,13.2,5.2,4
7.85,51.0117,0.6205,-0.1794,32.8478,33.1132,51.41814457,21.14864227,-0.19,-0.05,-1.36,21.7,13.8,5.3,4
7.9,50.5026,0.5946,-0.1572,34.1527,33.9966,51.41814936,21.14864829,-0.08,-0.07,-1.43,23.1,14.2,5.8,4
7.95,50.3521,0.5878,-0.1151,34.9786,34.0971,51.41815427,21.1486543,-0.04,-0.09,-1.46,23.3,16.3,8.3,4
8,50.3742,0.5928,-0.0816,36.0667,33.6879,51.41815911,21.14866061,-0.19,-0.06,-1.44,20.6,18.2,10.1,4
8.05,50.2762,0.6076,-0.0696,37.4675,32.7067,51.41816378,21.14866713,-0.15,-0.03,-1.52,16.8,18.3,10.8,4
8.1,49.8899,0.6227,-0.0397,38.6101,31.5902,51.4181684,21.14867367,-0.06,-0.02,-1.54,15.5,16.7,9.2,4
8.15,49.8849,0.6355,-0.0093,39.8655,30.9064,51.41817285,21.14868067,-0.04,-0.02,-1.53,17.1,16.3,7,4
8.2,50.0869,0.6333,0.0165,41.1415,31.1224,51.41817727,21.14868784,-0.12,-0.07,-1.5,21.5,15.9,5.9,4
8.25,50.1922,0.6299,0.0247,42.4449,31.3732,51.41818174,21.14869508,-0.18,-0.06,-1.52,19.9,17.3,6.8,4
8.3,50.2003,0.6521,0.029,44.1024,30.3303,51.41818578,21.14870243,-0.06,-0.09,-1.54,18.6,13.3,7,4
8.35,50.0927,0.6428,0.0407,45.4036,30.7294,51.41818986,21.14870996,-0.13,-0.12,-1.51,15.5,12.4,6.6,4
8.4,50.2723,0.631,0.0362,46.5915,31.4529,51.41819391,21.14871771,-0.08,-0.11,-1.46,18.6,12.5,4.5,4
8.45,50.4958,0.6071,0.0493,47.6243,32.8753,51.4181979,21.14872558,-0.19,-0.08,-1.53,20.3,15.6,3.8,4
8.5,50.3527,0.6339,0.0667,48.7892,31.4472,51.4182018,21.14873349,-0.14,-0.05,-1.6,21.4,18.9,3.5,4
8.55,50.2947,0.6583,0.0799,50.0319,30.3143,51.41820555,21.14874161,-0.19,-0.04,-1.61,20.2,18,3.6,4
8.6,50.5101,0.6767,0.0781,51.4498,29.6927,51.41820917,21.14874977,-0.12,0.01,-1.61,20,16.4,3.2,4
8.65,50.8383,0.6768,0.0899,52.8651,29.9517,51.41821268,21.1487583,0.03,-0.02,-1.56,22.4,12.8,2.9,4
8.7,51.0946,0.6868,0.12,54.2744,29.7574,51.41821601,21.14876709,-0.01,0.01,-1.54,23.2,12.5,3.3,4
8.75,51.3094,0.6955,0.1206,55.8334,29.6277,51.41821931,21.14877614,0.07,-0.03,-1.56,25,12.7,4.2,4
8.8,51.4772,0.7075,0.1186,57.3432,29.3318,51.41822249,21.14878511,-0.21,-0.05,-1.51,22.5,17.8,6.5,4
8.85,51.7737,0.6954,0.1164,58.6465,30.1293,51.41822568,21.14879425,-0.15,-0.03,-1.6,21.6,22.7,7.6,4
8.9,51.7716,0.6761,0.1288,59.8198,31.1074,51.41822869,21.14880331,-0.15,-0.02,-1.57,18.5,21.9,8.8,4
8.95,51.8551,0.6476,0.1132,60.8715,32.6609,51.41823159,21.14881269,-0.04,-0.01,-1.6,15.6,18.7,8,4
9,51.9658,0.6384,0.0896,62.1558,33.3276,51.41823429,21.1488222,0.08,-0.02,-1.54,18,15.5,5.9,4
9.05,52.2886,0.6444,0.0864,63.4077,33.3133,51.41823707,21.14883183,-0.08,-0.05,-1.54,20.6,13.5,5,4
9.1,52.5614,0.647,0.1021,64.8696,33.4436,51.41823961,21.14884173,0.08,-0.09,-1.55,21.8,14.2,5,4
9.15,52.6604,0.6387,0.1171,66.0233,34.0589,51.41824213,21.14885149,-0.07,-0.12,-1.51,21.7,17.2,6.4,4
9.2,53.0358,0.6406,0.121,67.3223,34.3259,51.4182445,21.14886161,-0.11,-0.06,-1.63,20.5,20.2,8.6,4
9.25,52.9854,0.6584,0.1211,68.539,33.4954,51.41824663,21.14887177,0.16,-0.07,-1.63,18,18.3,10.4,4
9.3,53.1595,0.6621,0.1015,69.7837,33.5432,51.41824862,21.14888197,0.21,-0.08,-1.53,16.2,12.9,10.7,4
9.35,53.4178,0.6518,0.0995,71.0242,34.3482,51.41825064,21.14889236,-0.1,-0.03,-1.53,16.4,12.9,9.2,4
9.4,53.6708,0.6387,0.0862,72.2739,35.3262,51.41825242,21.14890295,0.01,-0.02,-1.7,19.9,17.4,7.7,4
9.45,53.7541,0.6171,0.0919,73.257,36.7173,51.41825418,21.14891345,0.14,-0.08,-1.6,19.3,18.9,9,4
9.5,53.7727,0.612,0.1133,74.3859,37.1476,51.41825579,21.14892401,0.11,-0.09,-1.51,16.8,16,10.6,4
9.55,53.9917,0.6009,0.1216,75.7629,38.1223,51.41825717,21.14893471,-0.05,-0.03,-1.58,15.3,11.9,10.2,4
9.6,54.1741,0.6007,0.1217,77.0264,38.4103,51.41825844,21.14894555,0.13,0,-1.72,17.7,9.8,8.8,4
9.65,54.4234,0.5859,0.1038,77.9081,39.7174,51.41825964,21.14895652,0.26,-0.08,-1.63,19.9,9.6,9.3,4
9.7,54.7964,0.5867,0.1136,78.9333,40.0671,51.41826067,21.14896763,0.29,-0.13,-1.45,20.1,12.4,11.7,4
9.75,55.0876,0.6028,0.096,80.0003,39.3388,51.41826168,21.14897873,0.22,-0.14,-1.38,15.5,17,15.4,4
9.8,55.185,0.6213,0.107,81.1207,38.3421,51.41826244,21.14898991,0.09,-0.14,-1.43,11,17.6,17.6,4
9.85,55.2033,0.6377,0.1292,82.2939,37.4941,51.41826312,21.14900088,0,-0.1,-1.54,7.5,14.7,17.3,4
9.9,55.2001,0.6478,0.1404,83.6258,37.0534,51.41826354,21.14901189,0.03,0.01,-1.64,9,10.9,14.3,4
9.95,55.4267,0.6402,0.1325,84.8037,37.8141,51.4182639,21.14902315,0.03,-0.09,-1.69,12.6,13.3,11.9,4
